Animal ID,Name,Species,Primary Breed,Secondary Breed,Primary Color,Secondary Color,Age Group At Outcome,Previous Intake Type,Source Shelter,Outcome Subtype,Episode Index,Previous Intake Date,Outcome Date,LOS (days),Adoption Channel (derived)
LDDC-A-186543,Leonel,Cat,Domestic Shorthair,Mix,Apricot,—,Kitten,Transfer In,"LSPR-A-17576, LFRS-MC-25-1754",PetSmart Adoption Event,1,2025-07-19,2025-07-20,1,Weekend Event
LDDC-A-186428,Princess Ebony,Dog,"Retriever, Labrador",Terrier,Black,—,Puppy,Transfer In,"LSPR-A-17611, LFRS-MD-25-1557",PetSmart Adoption Event,1,2025-06-29,2025-07-20,21,Weekend Event
LDDC-A-186556,Dove,Dog,Chihuahua,—,Cream,—,Adult Dog,Transfer In,"MCSC-A-14817, MCAS-FD-25-1792, FLRN-A-20652",PetSmart Adoption Event,1,2025-07-19,2025-07-20,1,Weekend Event
LDDC-A-186597,Bok Choy,Dog,Shepherd,—,Black,White,Puppy,Transfer In,"PVAS-A-231099, PVAS-MD-25-1783, PVAS-MD-25-1783",PetSmart Adoption Event,1,2025-07-19,2025-07-20,1,Weekend Event
LDDC-A-186058,Breyer,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,HERT-FC-25-1370,Meo Maison Cat Cafe Adoption,1,2025-06-07,2025-07-22,45,Cat Café
LDDC-A-186599,Barley,Dog,Shepherd,—,Brown,Black,Puppy,Transfer In,"PVAS-A-231102, PVAS-MD-25-1782, PVAS-MD-25-1782",Foster Adopted,1,2025-07-19,2025-07-22,3,From Foster
LDDC-A-186114,Peaches,Dog,Shepherd,Retriever,Tan,Brown,Adult Dog,Transfer In,"D2024343, MCSC-A-6357, FLRN-A-19258, MCAS-FD-25-1333",Adoption from Foster,1,2025-05-31,2025-07-23,53,From Foster
LDDC-A-185577,Memo,Cat,Domestic Shorthair,—,White,—,Adult Cat,Transfer In,"VAPC-A-66705, PPCA-A-60039, FRKN-MC-25-0795",Adoption from Foster,1,2025-04-05,2025-07-23,109,From Foster
LDDC-A-186323,Puma,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"MCSC-A-14694, MCAS-FC-25-1485, FLRN-A-20067",Adoption from Foster,1,2025-06-13,2025-07-24,41,From Foster
LDDC-A-186169,Ursula,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,HERT-FC-25-1390,Meo Maison Cat Cafe Adoption,1,2025-06-07,2025-07-25,48,Cat Café
LDDC-A-186273,Blair,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"MCSC-A-14274, MCAS-FC-25-1435, FLRN-A-18974",Foster Adopted,1,2025-06-13,2025-07-25,42,From Foster
LDDC-A-186595,Pippa,Dog,Terrier,Chihuahua,Black,—,Adult Dog,Transfer In,"PVAS-A-230516, PVAS-FD-25-1739, PVAS-FD-25-1739",Adoption from Foster,1,2025-07-19,2025-07-25,6,From Foster
LDDC-A-185862,Zalli,Dog,Shepherd,Retriever,Silver,—,Puppy,Transfer In,"MCSC-A-14338, MCAS-FD-25-1127, FLRN-A-19166",Foster Adopted,1,2025-05-10,2025-07-25,76,From Foster
LDDC-A-186616,Cowboy,Dog,Beagle,—,Brown,—,Adult Dog,Transfer In,"FRCO-A-64595, PPCA-A-60760, FRKN-MD-25-1751",Adoption from Foster,1,2025-07-19,2025-07-25,6,From Foster
LDDC-A-186613,Thigh Highs,Cat,Domestic Medium Hair,—,Tortoise,—,Kitten,Transfer In,"PPCA-A-60577, FRKN-FC-25-1780",PetSmart In-Store Cat Adoption,1,2025-07-19,2025-07-25,6,PetSmart
LDDC-A-186220,Apollo Yellow,Dog,Retriever,Terrier,Black,White,Puppy,Transfer In,"FAHS25076, FAHS-MD-25-1379, FLRN-A-19856",Adoption from Foster,1,2025-06-13,2025-07-25,42,From Foster
LDDC-A-186444,Bettina,Dog,Poodle,Mix,Cream,—,Adult Dog,Transfer In,"BFAS-FD-25-1630, FLRN-A-20098",Adoption from Foster,1,2025-07-12,2025-07-25,13,From Foster
LDDC-A-186643,Mack,Dog,"Retriever, Labrador",Boxer,Tan,White,Puppy,Transfer In,"DARL-MD-25-1824, FLRN-A-20720",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186633,Keshawn,Dog,"Retriever, Black Labrador",Poodle,Black,—,Adult Dog,Transfer In,"MCSC-A-14866, MCAS-MD-25-1762, FLRN-A-20758",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186625,Jim ,Dog,Poodle,Mix,Cream,—,Adult Dog,Transfer In,"BFAS-MD-25-1740, FLRN-A-20090",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186648,Mustard,Cat,Domestic Longhair,—,Orange,—,Kitten,Transfer In,"FLRN-MC-25-1805, FLRN-A-20015",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186607,Ms. Phoebe,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"PPCA-A-60305, FRKN-FC-25-1778",Adoption from Foster,1,2025-07-19,2025-07-26,7,From Foster
LDDC-A-186608,Mr. Ross,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"PPCA-A-60306, FRKN-MC-25-1776",Adoption from Foster,1,2025-07-19,2025-07-26,7,From Foster
LDDC-A-186578,Kylie,Dog,Chihuahua,—,Black,White,Adult Dog,Transfer In,"PVAS-A-231386, PVAS-A-231386, PVAS-FD-25-1765, FLRN-A-20806",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186644,Taylor,Dog,"Retriever, Labrador",Hound,Brown,—,Puppy,Transfer In,"MCSC-A-14800, MCAS-MD-25-1787, FLRN-A-20792",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186659,Mayo,Cat,Domestic Shorthair,—,Orange,Seal,Kitten,Transfer In,"FLRN-FC-25-1804, FLRN-A-20016",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186639,Rizzy,Dog,"Retriever, Labrador",Mix,Cream,—,Adult Dog,Transfer In,"DARL-FD-25-1786, FLRN-A-20143",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186330,Annie,Dog,"Pyrenees, Great","Pyrenees, Great",White,—,Adult Dog,Owner Surrender,OWNR-FD-25-1407,Adoption from Foster,1,2025-07-23,2025-07-26,3,From Foster
LDDC-A-186651,Karter ,Cat,Domestic Shorthair,—,Brown,Black,Kitten,Transfer In,"MCSC-A-14671, MCAS-MC-25-1799, FLRN-A-20037",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186626,Jethro,Dog,"Retriever, Labrador",Mixed Breed (Large),Black,—,Adult Dog,Transfer In,"FLRN-MD-25-1822, FLRN-A-20332",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186500,Mixy,Dog,Shepherd,—,Black,Tan,Puppy,Transfer In,"FLRN-FD-25-1640, FLRN-A-20165",PetSmart Adoption Event,1,2025-07-12,2025-07-26,14,Weekend Event
LDDC-A-186484,Lawson,Dog,"Retriever, Labrador",Mix,Yellow,—,Adult Dog,Transfer In,"LFRS-MD-25-1638, FLRN-A-20274",PetSmart Adoption Event,1,2025-07-12,2025-07-26,14,Weekend Event
LDDC-A-186557,Parker,Dog,"Retriever, Black Labrador",Mix,Black,—,Puppy,Transfer In,"250297, FAHS-MD-25-1743, FLRN-A-20704",PetSmart Adoption Event,1,2025-07-19,2025-07-26,7,Weekend Event
LDDC-A-186620,Fanta,Dog,Chihuahua,Dachshund,Black,Tan,Adult Dog,Transfer In,"FAHS-MD-25-1796, FLRN-A-20128",Off Transport Adoption (OTA),1,2025-07-26,2025-07-26,0,Off Transport
LDDC-A-186486,Love,Dog,Shepherd,Spaniel,Brown,White,Puppy,Transfer In,"LFRS-FD-25-1689, FLRN-A-20277",PetSmart Adoption Event,1,2025-07-12,2025-07-26,14,Weekend Event
LDDC-A-186531,Lara,Dog,Great Dane,—,Grey,Black,Adult Dog,Transfer In,"LSPR-A-3502, LFRS-FD-25-1729",PetSmart Adoption Event,1,2025-07-19,2025-07-26,7,Weekend Event
LDDC-A-186485,Lucki,Dog,Shepherd,Queensland Heeler,Tan,White,Puppy,Transfer In,"LFRS-MD-25-1691, FLRN-A-20276",PetSmart Adoption Event,1,2025-07-12,2025-07-26,14,Weekend Event
LDDC-A-186471,Lincoln,Dog,Shepherd,Queensland Heeler,White,Black,Puppy,Transfer In,"LFRS-MD-25-1686, FLRN-A-20267",PetSmart Adoption Event,1,2025-07-12,2025-07-26,14,Weekend Event
LDDC-A-185951,Goose,Dog,Shepherd,Retriever,Brown,Tan,Puppy,Adoption Return,"FLRN-MD-25-1231, FLRN-A-19496",Adoption from Foster,2,2025-07-20,2025-07-26,6,From Foster
LDDC-A-185975,Zim,Cat,Domestic Shorthair,—,Black,—,Kitten,Adoption Return,"250136, FAHS-MC-25-1226, FLRN-A-19778",Adoption from Foster,2,2025-07-26,2025-07-27,1,From Foster
LDDC-A-4184,Queso,Cat,Domestic Longhair,—,Black,—,Adult Cat,Owner Surrender,"67104, FLRN-MC-24-1365, FLRN-A-7477",PetSmart Adoption Event,2,2025-04-13,2025-07-27,105,Weekend Event
LDDC-A-186673,Snow,Cat,Domestic Shorthair,—,White,—,Kitten,Transfer In,"FLRN-FC-25-1839, FLRN-A-20167",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186507,Giselle,Cat,Domestic Shorthair,—,White,—,Kitten,Transfer In,"FAHS-FC-25-1705, FLRN-A-20669",PetSmart Adoption Event,1,2025-07-12,2025-07-27,15,Weekend Event
LDDC-A-186576,Chip,Dog,Chihuahua,—,White,Chocolate,Adult Dog,Transfer In,"EACS-A-196280, PVAS-A-231161, PVAS-A-231161, PVAS-MD-25-1795, FLRN-A-20804",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-185230,Shirley Temple,Cat,Domestic Shorthair,—,Tortoise,—,Adult Cat,Transfer In,"A0057850469, PPCA-A-59943, FRKN-FC-25-0462",PetSmart Adoption Event,1,2025-02-22,2025-07-27,155,Weekend Event
LDDC-A-186624,Antoinette,Dog,"Retriever, Labrador",Terrier,Tan,White,Puppy,Transfer In,"DARL-FD-25-1794, FLRN-A-20718",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186632,Foxy,Dog,Terrier,None,Tan,White,Adult Dog,Transfer In,"DARL-FD-25-1798, FLRN-A-20721",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186551,Talia,Dog,"Corgi, Cardigan Welsh","Shepherd, Australian",Brown,White,Puppy,Transfer In,"DARL-FD-25-1745, FLRN-A-20155",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-186523,Pepper,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"MCSC-A-14708, MCAS-MC-25-1710, FLRN-A-20622",PetSmart Adoption Event,1,2025-07-12,2025-07-27,15,Weekend Event
LDDC-A-186630,Grant,Dog,"Retriever, Labrador",Retriever,Tan,—,Puppy,Transfer In,"MCSC-A-14815, MCAS-MD-25-1821, FLRN-A-20651",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186425,Pretty Minerva,Cat,Domestic Shorthair,Mix,Grey,—,Kitten,Transfer In,"LSPR-A-17574, LFRS-FC-25-1574",PetSmart Adoption Event,1,2025-06-28,2025-07-27,29,Weekend Event
LDDC-A-186663,Mork,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"FLRN-MC-25-1807, FLRN-A-20113",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186660,Maple Syrup,Cat,Domestic Shorthair,—,Brown,Orange,Kitten,Transfer In,"FLRN-FC-25-1803, FLRN-A-20018",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186563,Tyla,Dog,"Corgi, Cardigan Welsh","Shepherd, Australian",Black,Tan,Puppy,Transfer In,"DARL-FD-25-1750, FLRN-A-20159",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-186629,Gage,Dog,Shepherd,"Retriever, Labrador",Black,Brown,Puppy,Transfer In,"MCSC-A-14814, MCAS-MD-25-1819, FLRN-A-20650",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186441,David Hasselhop,Dog,"Retriever, Labrador",Whippet,Black,—,Adult Dog,Transfer In,"2025-05032, DARL-MD-25-1713, FLRN-A-19464",PetSmart Adoption Event,1,2025-07-12,2025-07-27,15,Weekend Event
LDDC-A-186394,Cuba,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Transfer In,"2025-0754, DARL-MD-25-1621, FLRN-A-19985",PetSmart Adoption Event,1,2025-06-28,2025-07-27,29,Weekend Event
LDDC-A-186584,Connie,Dog,Shepherd,Mixed Breed (Medium),Blond,White,Adult Dog,Transfer In,"EACS-A-196362, PVAS-A-231726, PVAS-A-231726, PVAS-FD-25-1815, FLRN-A-20812",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186627,Fergie,Dog,Beagle,—,Black,White,Adult Dog,Transfer In,"FLRN-FD-25-1797, FLRN-A-20556",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186600,Lucille,Dog,Chihuahua,Terrier,Brown,Black,Adult Dog,Transfer In,"PVAS-A-231187, PVAS-FD-25-1735, PVAS-FD-25-1735",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-186501,Randi,Dog,Retriever,"Retriever, Labrador",Red/Mahogany,—,Puppy,Transfer In,"MCSC-A-14701, MCAS-MD-25-1695, FLRN-A-20552",PetSmart Adoption Event,1,2025-07-12,2025-07-27,15,Weekend Event
LDDC-A-186537,Diana,Dog,Shepherd,"Terrier, Wirehaired",Tan,White,Puppy,Transfer In,"LSPR-A-17503, LFRS-FD-25-1723",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-186596,Corrine,Dog,Chihuahua,Mix,Tan,White,Adult Dog,Transfer In,"EACS-A-196132, PVAS-A-230798, PVAS-FD-25-1731, PVAS-FD-25-1731",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-184793,Donnie,Dog,Terrier,"Retriever, Labrador",Black,White,Adult Dog,Transfer In,"MCSC-A-7060, FLRN-A-17778, MCAS-MD-25-0058",PetSmart Adoption Event,1,2025-01-04,2025-07-27,204,Weekend Event
LDDC-A-186635,Libby,Dog,Retriever,Shepherd,Brown,—,Adult Dog,Transfer In,"MCSC-A-14662, MCAS-FD-25-1823, FLRN-A-20032",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186621,Coco,Dog,"Retriever, Labrador","Collie, Border",Brindle,—,Adult Dog,Transfer In,"MCSC-A-14736, MCAS-MD-25-1848, FLRN-A-20153",PetSmart Adoption Event,1,2025-07-26,2025-07-27,1,Weekend Event
LDDC-A-186532,Helen,Dog,"Retriever, Labrador",Mix,Black,—,Adult Dog,Transfer In,"LSPR-A-17441, LFRS-FD-25-1728",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-186493,Moose,Dog,"Shepherd, Australian",Shepherd,Brown,White,Puppy,Transfer In,"MCSC-A-14723, MCAS-MD-25-1660, FLRN-A-20104",PetSmart Adoption Event,1,2025-07-12,2025-07-27,15,Weekend Event
LDDC-A-186540,Harmony,Dog,Shepherd,Terrier,Chocolate,—,Puppy,Transfer In,"LSPR-A-17604, LFRS-FD-25-1726",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-186190,Darcie,Dog,Shepherd,"Terrier, Wirehaired",Black,Tan,Puppy,Transfer In,"LSPR-A-17501, LFRS-FD-25-1360",PetSmart Adoption Event,1,2025-06-08,2025-07-27,49,Weekend Event
LDDC-A-186594,Guppie,Dog,Terrier,"Kelpie, Australian",Black,Tan,Adult Dog,Transfer In,"PVAS-A-230473, PVAS-MD-25-1733, PVAS-MD-25-1733",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-186497,Meka,Dog,"Shepherd, Australian",Shepherd,Brown,White,Puppy,Transfer In,"MCSC-A-14727, MCAS-FD-25-1659, FLRN-A-20108",PetSmart Adoption Event,1,2025-07-12,2025-07-27,15,Weekend Event
LDDC-A-186539,Hershey,Dog,Shepherd,Terrier,Chocolate,—,Puppy,Transfer In,"LSPR-A-17603, LFRS-FD-25-1727",PetSmart Adoption Event,1,2025-07-19,2025-07-27,8,Weekend Event
LDDC-A-186049,Verena Hazel,Cat,Domestic Shorthair,—,Brown,White,Adult Cat,Transfer In,HERT-FC-25-1391,Meo Maison Cat Cafe Adoption,1,2025-06-07,2025-07-27,50,Cat Café
LDDC-A-185798,Amy,Cat,Domestic Shorthair,—,Brown,—,Adult Cat,Transfer In,"PPCA-A-60247, FRKN-FC-25-1005",Meo Maison Cat Cafe Adoption,1,2025-04-26,2025-07-27,92,Cat Café
LDDC-A-186060,Rainy,Cat,Domestic Shorthair,—,Grey,White,Adult Cat,Transfer In,HERT-FC-25-1389,Meo Maison Cat Cafe Adoption,1,2025-06-07,2025-07-27,50,Cat Café
LDDC-A-186275,Cinder,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"FAHS-FC-25-1437, FLRN-A-19997",Adoption from Foster,1,2025-06-13,2025-07-29,46,From Foster
LDDC-A-186277,Clear,Cat,Domestic Shorthair,—,Blue,—,Kitten,Transfer In,"FAHS-FC-25-1438, FLRN-A-19999",Adoption from Foster,1,2025-06-13,2025-07-29,46,From Foster
LDDC-A-186649,Carebear,Cat,Domestic Shorthair,—,Grey,—,Adult Cat,Transfer In,"MCSC-A-14630, MCAS-FC-25-1832, FLRN-A-20022",Meo Maison Cat Cafe Adoption,1,2025-07-26,2025-07-29,3,Cat Café
LDDC-A-186544,Violet,Cat,Domestic Shorthair,Mix,Tortoise,—,Kitten,Transfer In,"LSPR-A-17582, LFRS-FC-25-1760, LFRS-FC-25-1760",Foster Adopted,1,2025-07-19,2025-07-29,10,From Foster
LDDC-A-186666,Sweetiebelle,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"0, DARL-FC-25-1838, FLRN-A-20683",Adoption from Foster,1,2025-07-26,2025-07-30,4,From Foster
LDDC-A-186677,Anastasia,Dog,"Retriever, Labrador","Spaniel, English Springer",White,Black,Adult Dog,Transfer In,"LSPR-A-3529, LFRS-FD-25-1853",Off Transport Adoption (OTA),1,2025-07-31,2025-07-31,0,Off Transport
LDDC-A-185860,Runner,Dog,Shepherd,Hound,Tan,—,Adult Dog,Transfer In,"D2024264, MCSC-A-6149, FLRN-A-18493, MCAS-MD-25-1138",Adoption from Foster,1,2025-05-10,2025-07-31,82,From Foster
LDDC-A-186619,Celine,Dog,"Terrier, Cairn",Mix,Black,—,Adult Dog,Transfer In,"2025-0527, DARL-FD-25-1814, FLRN-A-19380",Foster Adopted,1,2025-07-26,2025-07-31,5,From Foster
LDDC-A-186628,Gavin,Dog,"Retriever, Labrador",Retriever,Brown,White,Puppy,Transfer In,"MCSC-A-14813, MCAS-MD-25-1820, FLRN-A-20649",Foster Adopted,1,2025-07-26,2025-08-01,6,From Foster
LDDC-A-186144,Julia,Cat,Domestic Shorthair,—,Tortoise,—,Adult Cat,Transfer In,"PPCA-A-60065, FRKN-FC-25-1304",Adoption from Foster,1,2025-05-31,2025-08-01,62,From Foster
LDDC-A-186605,Mr. Chandler,Cat,Domestic Shorthair,—,Orange,—,Kitten,Transfer In,"PPCA-A-60303, FRKN-MC-25-1774",Adoption from Foster,1,2025-07-19,2025-08-01,13,From Foster
LDDC-A-186647,Kricket,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"FLRN-FC-25-1834, FLRN-A-19955",Meo Maison Cat Cafe Adoption,1,2025-07-26,2025-08-01,6,Cat Café
LDDC-A-186527,Obsidian,Cat,Domestic Shorthair,—,Grey,White,Kitten,Transfer In,"FAHS-MC-25-1707, FLRN-A-20680",PetSmart In-Store Cat Adoption,1,2025-07-12,2025-08-01,20,PetSmart
LDDC-A-186506,Georgia,Cat,Domestic Shorthair,—,White,—,Adult Cat,Transfer In,"FAHS-FC-25-1704, FLRN-A-20668",Adoption from Foster,1,2025-07-12,2025-08-02,21,From Foster
LDDC-A-184697,Breanna,Dog,Shepherd,Terrier,Tan,White,Adult Dog,Adoption Return,"FLRN-A-17435, DARL-FD-24-2614",Petco Adoption Event,2,2025-04-20,2025-08-02,104,Weekend Event
LDDC-A-185501,Gibby,Dog,Weimaraner,"Retriever, Labrador",Grey,—,Adult Dog,Transfer In,"FLRN-A-18924, DARL-MD-25-0765",Petco Adoption Event,1,2025-03-29,2025-08-02,126,Weekend Event
LDDC-A-186646,Fitz,Cat,Domestic Shorthair,—,Black,White,Adult Cat,Transfer In,"DARL-MC-25-1833, FLRN-A-19946",Meo Maison Cat Cafe Adoption,1,2025-07-26,2025-08-02,7,Cat Café
LDDC-A-185135,Cal,Dog,Hound,Retriever,Brown,—,Adult Dog,Transfer In,"A0057097911, HCAC-MD-25-0383, FLRN-A-17358",Petco Adoption Event,1,2025-02-15,2025-08-02,168,Weekend Event
LDDC-A-186291,Cordelia,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"FAHS-FC-25-1503, FLRN-A-20053",Adoption from Foster,1,2025-06-13,2025-08-02,50,From Foster
LDDC-A-186667,Nino,Cat,Domestic Longhair,—,Black,—,Kitten,Transfer In,"FLRN-MC-25-1810, FLRN-A-20755",Adoption from Foster,1,2025-07-26,2025-08-02,7,From Foster
LDDC-A-186513,Emmett,Cat,Domestic Shorthair,—,White,Black,Kitten,Transfer In,"FAHS-MC-25-1697, FLRN-A-20678",PetSmart In-Store Cat Adoption,1,2025-07-12,2025-08-02,21,PetSmart
LDDC-A-186347,Buffy,Dog,"Sheepdog, Shetland",Terrier,Brown,—,Puppy,Transfer In,"MCSC-A-14655, MCAS-MD-25-1532, FLRN-A-20029",PetSmart Adoption Event,1,2025-06-26,2025-08-03,38,Weekend Event
LDDC-A-186622,Ellie Mae,Dog,"Retriever, Labrador",Mixed Breed (Large),Black,White,Adult Dog,Transfer In,"FLRN-FD-25-1811, FLRN-A-20333",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-186233,Doris,Dog,Shepherd,Terrier,Tan,White,Puppy,Transfer In,"FLRN-FD-25-1524, FLRN-A-19934",PetSmart Adoption Event,1,2025-06-13,2025-08-03,51,Weekend Event
LDDC-A-186612,Licorice,Cat,Domestic Shorthair,—,Black,—,Kitten,Transfer In,"054025, PPCA-A-60549, FRKN-MC-25-1772",PetSmart Adoption Event,1,2025-07-19,2025-08-03,15,Weekend Event
LDDC-A-186606,Ms. Rachel,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"PPCA-A-60304, FRKN-FC-25-1779",PetSmart Adoption Event,1,2025-07-19,2025-08-03,15,Weekend Event
LDDC-A-186645,Penguin,Dog,"Retriever, Labrador","Retriever, Flat-Coated",Black,—,Adult Dog,Transfer In,"MCSC-A-14849, MCAS-FD-25-1830, FLRN-A-20795",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-186655,Stewart,Dog,Shepherd,"Foxhound, American",Tan,Black,Adult Dog,Transfer In,"FLRN-MD-25-1831, FLRN-A-20170",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-186496,Mars,Dog,"Shepherd, Australian",Shepherd,Brown,White,Puppy,Transfer In,"MCSC-A-14726, MCAS-MD-25-1657, FLRN-A-20107",PetSmart Adoption Event,1,2025-07-12,2025-08-03,22,Weekend Event
LDDC-A-185701,Murphy,Cat,Domestic Shorthair,—,Black,—,Adult Cat,Transfer In,"A0058043850, PPCA-A-60215, FRKN-MC-25-0861",PetSmart Adoption Event,1,2025-04-12,2025-08-03,113,Weekend Event
LDDC-A-186657,Scarlette,Cat,Domestic Shorthair,—,Black,White,Kitten,Transfer In,"0660, DARL-FC-25-1835, FLRN-A-19520",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-185436,Robin,Dog,Retriever,"Retriever, Labrador",Tan,White,Adult Dog,Adoption Return,"., FLRN-A-18925, DARL-MD-25-0657",PetSmart Adoption Event,2,2025-08-03,2025-08-03,0,Weekend Event
LDDC-A-186574,Mini Mabel,Dog,"Retriever, Labrador",Shepherd,White,Tan,Puppy,Transfer In,"PVAS-A-229250, PVAS-A-229250, FLRN-A-20802, PVAS-FD-25-1825",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-186453,Jill,Dog,Poodle,Mix,Cream,—,Adult Dog,Transfer In,"BFAS-FD-25-1675, FLRN-A-20086",PetSmart Adoption Event,1,2025-07-12,2025-08-03,22,Weekend Event
LDDC-A-186623,Delly,Dog,"Pinscher, Miniature",Shepherd,Black,Tan,Puppy,Transfer In,"MCSC-A-14831, MCAS-FD-25-1849, FLRN-A-20653",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-186480,Mabel,Dog,Poodle,Mix,Black,—,Adult Dog,Transfer In,"BFAS-FD-25-1693, FLRN-A-20097",PetSmart Adoption Event,1,2025-07-12,2025-08-03,22,Weekend Event
LDDC-A-186604,Ms. Monica,Cat,Domestic Shorthair,—,Tortoise,—,Kitten,Transfer In,"PPCA-A-60302, FRKN-FC-25-1777",PetSmart Adoption Event,1,2025-07-19,2025-08-03,15,Weekend Event
LDDC-A-186405,Kirkley,Dog,"Retriever, Labrador",Mix,Black,White,Adult Dog,Adoption Return,"2025-0697, DARL-MD-25-1553, FLRN-A-19982",PetSmart Adoption Event,2,2025-07-20,2025-08-03,14,Weekend Event
LDDC-A-186598,Bamboo,Dog,Shepherd,—,Brown,Black,Puppy,Adoption Return,"PVAS-A-231101, PVAS-MD-25-1781, PVAS-MD-25-1781",PetSmart Adoption Event,2,2025-08-03,2025-08-03,0,Weekend Event
LDDC-A-186582,Walker,Dog,"Schnauzer, Miniature",—,Grey,Black,Adult Dog,Transfer In,"PVAS-A-231721, PVAS-A-231721, PVAS-MD-25-1788, FLRN-A-20810",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-186452,Cyrus,Dog,"Retriever, Labrador","Hound, Basset",Grey,—,Adult Dog,Transfer In,"DARL-MD-25-1712, FLRN-A-20014",PetSmart Adoption Event,1,2025-07-12,2025-08-03,22,Weekend Event
LDDC-A-186573,Mini Macy,Dog,"Retriever, Labrador",Shepherd,White,—,Puppy,Transfer In,"PVAS-A-229248, PVAS-A-229248, FLRN-A-20801, PVAS-FD-25-1826",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
LDDC-A-186678,Namath,Dog,"Retriever, Labrador",Mix,Beige,White,Adult Dog,Transfer In,"LSPR-A-17450, LFRS-MD-25-1858",PetSmart Adoption Event,1,2025-07-31,2025-08-03,3,Weekend Event
LDDC-A-186656,Barty,Cat,Domestic Shorthair,—,Grey,—,Kitten,Transfer In,"LSPR-A-17650, LFRS-MC-25-1813",PetSmart Adoption Event,1,2025-07-26,2025-08-03,8,Weekend Event
